id,name,address,lat,lon,biz_type,description,neighborhood,zip,source,hiring_notes,notes,website,phone,created_at
31,Boost Mobile,6400 South Cicero Avenue,41.7764599,-87.742722,mobile_phone,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
32,Midway,4612 West 59th Street,41.7867195,-87.7380116,other,,Archer Heights,60632,osm,,,https://www.transitchicago.com/station/mdw/,,2026-04-30 04:12:41
33,Flight Forms,,41.7845696,-87.740891,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
34,FAO Schwartz,,41.7862834,-87.7419745,toys,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
35,BP Shop,4710 West 63rd Street,41.7788643,-87.7401502,convenience,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
36,Giant Cow,,41.7782077,-87.740061,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
37,Einstein Bros. Bagels,5757 South Cicero Avenue,41.7859271,-87.7424423,fast_food,,Archer Heights,60632,osm,,,https://locations.einsteinbros.com/us/il/chicago/5757-south-cicero,+1 312-819-0076,2026-04-30 04:12:41
38,Cielo Cantina,,41.7858101,-87.7425777,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
39,The Atrium,,41.7861225,-87.741867,gift,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
40,Ink by Hudson,,41.7873472,-87.7449808,books,,Archer Heights,60632,osm,,,https://www.midwaypartnership.com/businesses/ink-by-hudson-2/,,2026-04-30 04:12:41
41,R.J. Grunts Burger And Fries,,41.7871512,-87.7447997,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
42,Garrett Popcorn Shops,,41.787309,-87.7445933,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
43,Departure News,,41.7843834,-87.7417436,newsagent,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
44,E1,,41.7844274,-87.7416948,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
45,Ventra,,41.7867099,-87.7386068,vending_machine,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
46,Chicago Midway International Airport,,41.7785687,-87.7425589,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
47,Space Junction of Energy,,41.7867144,-87.7380685,other,,Archer Heights,60632,osm,,,https://www.transitchicago.com/art/midway/,,2026-04-30 04:12:41
48,Midway Branch,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
49,Concourse A,,,,airport_terminal,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
50,Midway Departures,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
51,Kenton Line Subdivision,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
52,Lay-Up,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
53,Midway Park & Ride,,,,parking,,Archer Heights,60632,osm,,,http://www.transitchicago.com/parking/#orangeline,,2026-04-30 04:12:41
54,Midway Park Saver,4607 West 59th Street,,,parking,,Archer Heights,60632,osm,,,https://www.midwayparksaver.com/,,2026-04-30 04:12:41
55,Saint Mary Star of the Sea Church,6435 South Kilbourn Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
56,Save-A-Lot,4439 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,https://savealot.com/grocery-stores/chicago-60629-61316/,,2026-04-30 04:12:41
57,7-Eleven,4500 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,https://www.7-eleven.com/locations/il/chicago/4500-w-63rd-st-16259,+1 773-735-7322,2026-04-30 04:12:41
58,St Mary's Parish Center,4626 West 63rd Street,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
59,Winston's Sausages,4701 West 63rd Street,,,commercial,,Archer Heights,60632,osm,,,https://winstonsmarket.net/,,2026-04-30 04:12:41
60,Top View Restaurant,4715 West 63rd Street,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
61,White Castle,4750 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,https://www.whitecastle.com/,,2026-04-30 04:12:41
62,AT&T,6249 South Kilbourn Avenue,,,office,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
63,AV Anthony's,4720 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
64,Giordano's Pizzeria,6314 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
65,Continental Sales “Lots 4 Less”,6333 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.cslots4less.com/,,2026-04-30 04:12:41
66,Valvoline,6330 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://store.vioc.com/il/chicago/oil-change-gr0013.html,,2026-04-30 04:12:41
67,Marian Fathers Monastery,6336 South Kilbourn Avenue,,,residential,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
68,Burger King,6350 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.bk.com/restaurants/il/chicago/6350-south-cicero-avenue-12663.html,+1 773-581-5521,2026-04-30 04:12:41
69,McDonald's,6430 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.mcdonalds.com/us/en-us/location/il/chicago/6430-s-cicero/7069.html,,2026-04-30 04:12:41
70,Dunkin',6435 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://locations.dunkindonuts.com/en/il/chicago/6435-s-cicero-ave/357027,+1 773-735-6715,2026-04-30 04:12:41
71,BP,4710 West 63rd Street,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
72,CTA Midway Yard Tower,,,,transportation,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
73,Lou Malnati's Pizzeria,6456 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.loumalnatis.com/chicago-midway,,2026-04-30 04:12:41
74,Park Number 528,6336 South Kilbourn Avenue,,,other,,Archer Heights,60632,osm,,,https://www.chicagoparkdistrict.com/parks-facilities/park-no-528,,2026-04-30 04:12:41
75,Pasteur Elementary School,5825 South Kostner Avenue,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
76,Calvary Lutheran Church,6149-6151 South Kenneth Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
77,Saint Mary School,,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
78,Inner Loop,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
79,Midway CTA Station,4612 West 59th Street,,,train_station,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
80,386 & 390,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
81,47,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
82,63W & 165,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
83,"315, 379, 383, 384 & 385",,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
84,63,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
85,55,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
86,A4B,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
87,A4A,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
88,B18,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
89,B16,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
90,B14,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
91,A1,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
92,A2,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
93,A3,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
94,A5,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
95,A7,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
96,A9,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
97,A11,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
98,15,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
99,A20,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
100,A19,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
101,A18,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
102,A16,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
103,A14,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
104,A12,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
105,A10,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
106,Midway Arrivals,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
107,Guard Post,,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
108,"54B, 55A, 55N, 62H & N62",,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
109,59,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
110,Concourse B,,,,airport_terminal,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
111,Midway Kiss & Ride,,,,parking,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
112,E Pad,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
113,Heating and Refridgeration Plant,,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
114,Urban Snack Mart,,,,convenience,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
115,Dunkin',4612 West 59th Street,,,fast_food,,Archer Heights,60632,osm,,,https://locations.dunkindonuts.com/en/il/chicago/4612-w-59th-st/336534,+1 773-581-7677,2026-04-30 04:12:41
116,South Loop,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
117,Teddy Bear Pre-School #3,,41.7766366,-87.7223702,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
118,63rd Street & Pulaski,,41.7787411,-87.7224074,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
119,63rd Street & Kildare,,41.7786625,-87.7298726,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
120,63rd Street & Keeler,,41.7785274,-87.7277791,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
121,63rd Street & Karlov,,41.7787189,-87.7249582,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
122,63rd Street & Springfield,,41.778793,-87.7200095,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
123,59th Street & Pulaski,,41.786025,-87.722748,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
124,59th Street & Springfield,,41.7860509,-87.7203448,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
125,59th Street & Karlov,,41.7859899,-87.7252678,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
126,59th Street & Keeler,,41.7859579,-87.7276979,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
127,59th Street & Kildare,,41.785798,-87.7304552,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
128,7-Eleven,4001 West 59th Street,41.785624,-87.7232213,convenience,,Archer Heights,60632,osm,,,https://www.7-eleven.com/locations/il/chicago/4001-w.-59th-st-29098,+1 773-582-6251,2026-04-30 04:12:41
129,Audiffred Salon,4318 West 63rd Street,41.7787151,-87.7309142,beauty,,Archer Heights,60632,osm,,,https://www.audiffredsalon.com/,+1 773-498-4754,2026-04-30 04:12:41
130,La Fiesta Bakery,6424 South Pulaski Road,41.7760115,-87.7229967,bakery,,Archer Heights,60632,osm,,,,+1-773-735-6319,2026-04-30 04:12:41
131,Eye Can See Now,,41.778799,-87.722986,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
132,Boost Mobile,4007 West 59th Street,41.7856152,-87.7233731,mobile_phone,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
133,Subway,6450 South Pulaski Road,41.7752899,-87.7231755,fast_food,,Archer Heights,60632,osm,,,https://restaurants.subway.com/united-states/il/chicago/6450-s-pulaski-rd,+1 773-767-2425,2026-04-30 04:12:41
134,Kostner Ave & 63rd St,,41.7787965,-87.7324664,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
135,Pulaski Rd & 60th St,,41.784182,-87.7225599,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
136,Sergio V Jewelry,5959 South Pulaski Road,41.784258,-87.7226904,jewelry,,Archer Heights,60632,osm,,,,+1-773-471-9297,2026-04-30 04:12:41
137,Tamales Rebe,,41.7836008,-87.7231453,restaurant,,Archer Heights,60632,osm,,,http://tamalesrebe.com/,+1-773-498-2050,2026-04-30 04:12:41
138,Realty of Chicago,,41.7788652,-87.722514,estate_agent,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
139,Talro Auto Insurance,,41.7790774,-87.7225391,insurance,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
140,Metro by T-Mobile,,41.7790233,-87.7225426,mobile_phone,,Archer Heights,60632,osm,,,https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-chicago-il-10279741/,,2026-04-30 04:12:41
141,Pizza Nova,,41.786253,-87.7225862,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
142,Oxford Auto Insurance,,41.7862495,-87.7227367,insurance,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
143,Midway Catering & Banquet Hall,4222 West 63rd Street,41.7787471,-87.7287046,events_venue,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
144,Mariscos La Diabla Restaurant,4222 West 63rd Street,41.7787451,-87.7286257,restaurant,,Archer Heights,60632,osm,,,https://www.mariscosladiabla.com/,,2026-04-30 04:12:41
145,Walgreens,4000 West 59th Street,41.7862741,-87.7233785,pharmacy,,Archer Heights,60632,osm,,,https://www.walgreens.com/locator/walgreens-4000+w+59th+st-chicago-il-60629/id=163,,2026-04-30 04:12:41
146,CVS Pharmacy,6315 South Pulaski Road,41.7781678,-87.7224692,pharmacy,,Archer Heights,60632,osm,,,https://www.cvs.com/store-locator/cvs-pharmacy-address/6315+South+Pulaski+Road-Chicago-IL-60629/storeid=8502,,2026-04-30 04:12:41
147,Activa-te fitness & Nutrition,3919 West 63rd Street,41.7785224,-87.7210836,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
148,Avila Dental,6144 South Pulaski Road,41.7809247,-87.723043,dentist,,Archer Heights,60632,osm,,,https://aviladentalclinic.com/,+1 773-585-8000,2026-04-30 04:12:41
149,Pasteur Park,5825 South Kostner Avenue,,,other,,Archer Heights,60632,osm,,,https://www.chicagoparkdistrict.com/parks-facilities/pasteur-louis-park,,2026-04-30 04:12:41
150,Richardson Middle School,6018 South Karlov Avenue,,,school,,Archer Heights,60632,osm,,,http://richardson.cps.edu/,,2026-04-30 04:12:41
151,Christian Fellowship Church,4220 West 59th Street,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
152,American Legion Clearing Post 600,4352 West 63rd Street,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
153,Good Shepherd Lutheran Church,6150-6158 South Keeler Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
154,Lee Elementary School,6448 South Tripp Avenue,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
155,Hubbard High School,6200 South Hamlin Avenue,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
156,Phillips 66,3901 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
157,Phillips 66,3905 West 63rd Street,,,roof,,Archer Heights,60632,osm,,,https://www.phillips66gas.com/station/P66-GAS-DEPOT-0000898286/,,2026-04-30 04:12:41
158,BP Shop,5901 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
159,Valvoline,6001 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://store.vioc.com/il/chicago/6001-s-pulaski-rd,,2026-04-30 04:12:41
160,Bank of America,6115 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
161,Marquette Bank,6155 South Pulaski Road,,,commercial,,Archer Heights,60632,osm,,,https://emarquettebank.com/about-us/locations/branch-pages/chicago-pulaski-branch/,,2026-04-30 04:12:41
162,Advance Auto Parts,6225 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://stores.advanceautoparts.com/il/chicago/6225-s-pulaski-rd,,2026-04-30 04:12:41
163,BP,5901 South Pulaski Road,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
164,Pete's Market,5838 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.petesfresh.com/stores/pfm-04-west-lawn-market,,2026-04-30 04:12:41
165,AutoZone,6112 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.autozone.com/locations/il/chicago/6112-s-pulaski-rd.html,,2026-04-30 04:12:41
166,BMO,6400 South Pulaski Road,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
167,West Lawn Free Methodist Church,6401 South Komensky Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
168,West Lawn Branch Library,4020 West 63rd Street,,,library,,Archer Heights,60632,osm,,,https://www.chipublib.org/locations/84/,+1-312-747-7381,2026-04-30 04:12:41
169,Sparke Center,,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
170,Southwest Cooperative Pre-School,,41.7791997,-87.7106082,kindergarten,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
171,63rd Street & Homan,,41.7789909,-87.7077975,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
172,63rd Street & St. Louis,,41.778777,-87.7101148,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
173,63rd Street & Hamlin,,41.778655,-87.7179805,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
174,63rd Street & Lawndale,,41.7788521,-87.7159228,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
175,63rd Street & Central Park,,41.778911,-87.7126227,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
176,59th Street & Lawndale,,41.785987,-87.7157689,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
177,59th Street & Central Park,,41.786041,-87.7124457,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
178,59th Street & St. Louis,,41.786057,-87.710831,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
179,59th Street & Hamlin,,41.786083,-87.7179093,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
180,59th Street & Homan,,41.7860949,-87.708358,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
181,La Chiquita Bakery,3353 West 63rd Street,41.7787559,-87.7076413,bakery,,Archer Heights,60632,osm,,,,+1-773-306-1214,2026-04-30 04:12:41
182,Los Pekes Ice Cream & Coffee,3742 West 63rd Street,41.778995,-87.7170967,cafe,,Archer Heights,60632,osm,,,,+1-773-526-1482,2026-04-30 04:12:41
183,La Hacienda,,41.7859751,-87.7104275,grocery,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
184,Hamlin Ave & 62nd Pl,,41.7798895,-87.7178084,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
185,Homan Ave & 65th St,,41.7751765,-87.7081384,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
186,St. Louis Ave & 59th St,,41.7859752,-87.7105619,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
187,Taqueria La Hacienda,,41.7862701,-87.7103664,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
188,Elsdon Subdivision,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
189,Eberhart Elementary School,3400 West 65th Place,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
190,Monarcas Academy,5815 South Homan Avenue,,,school,,Archer Heights,60632,osm,,,https://www.monarcasacademy.org/,,2026-04-30 04:12:41
191,Saint Nicolas School,,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
192,Collision Revision,3518 West 63rd Street,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
193,Chicago Lawn United Methodist Church,3500-3506 West 63rd Place,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
194,U.S. Bank,3525 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,https://www.usbank.com/locations/illinois/chicago/3525-w-63rd-st-bank-atm/,,2026-04-30 04:12:41
195,Saint Elizabeth's Episcopal Church,6201 South Saint Louis Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
196,Chicago Lawn Presbyterian Church,6210 South Saint Louis Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
197,Thomas Memorial Congregational Church,6419 South Homan Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
198,Former Chicago Fire Department E88,3500 West 60th Street,,,fire_station,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
199,Former CPD 8th District Station,3515 West 63rd Street,,,police,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
200,Chicago Police Department 8th District,3420 West 63rd Street,,,public,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
201,Chicago Fire Department Engine Company 88,3637 West 59th Street,,,fire_station,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
202,Mobil,3644 West 59th Street,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
203,Mobil Mart,3658 West 59th Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
204,Palermo's of 63rd Pizza and Restaurant,3751 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,https://www.palermosof63rd.com/,,2026-04-30 04:12:41
205,Saint Nicolas School,6200 South Lawndale Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
206,Hayford - Sawyer,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
207,Chicago Lawn,,41.7750332,-87.6964408,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
208,Nazareth School,,41.7846309,-87.7054796,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
209,Magic Mirror Learning Center,,41.7764135,-87.7033406,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
210,Merry Go Round Nursery School,,41.7789358,-87.6962986,kindergarten,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
211,Church of the Christ Light,,41.7861442,-87.7003302,place_of_worship,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
212,Tacos Villa,3139 West 63rd Street,41.7788191,-87.7022372,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
213,Kedzie & 63rd Place Terminal,,41.7784408,-87.7033921,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
214,63rd Street & Albany,,41.7789225,-87.7008324,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
215,63rd Street & Spaulding,,41.7788459,-87.705706,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
216,63rd Street & Kedzie,,41.7788729,-87.7033852,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
217,63rd Street & Sacramento,,41.7789589,-87.6984097,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
218,63rd Street & Francisco,,41.778999,-87.6959769,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
219,59th Street & Sacramento,,41.786397,-87.6983426,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
