id,name,address,lat,lon,biz_type,description,neighborhood,zip,source,hiring_notes,notes,website,phone,created_at
220,59th Street & Spaulding,,41.7861409,-87.7059064,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
221,59th Street & Kedzie,,41.786304,-87.7036629,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
222,59th Street & Albany,,41.786361,-87.7007432,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
223,59th Street & Francisco,,41.786305,-87.6961995,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
224,Del Real Bakery,3044 West 63rd Street,41.7793058,-87.7000708,bakery,,Archer Heights,60632,osm,,,,+1-773-737-2844,2026-04-30 04:12:41
225,Torres Bakery,3111 West 63rd Street,41.7788173,-87.7012132,bakery,,Archer Heights,60632,osm,,,,+1-773-471-2307,2026-04-30 04:12:41
226,La Baguette Bakery,5859 South Kedzie Avenue,41.7864585,-87.7029294,bakery,,Archer Heights,60632,osm,,,http://labaguettemelrose.com/,+1-773-925-0455,2026-04-30 04:12:41
227,Luna’s Bakery,5901 South Troy Street,41.7861441,-87.7019472,bakery,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
228,Papa T's,2843 West 63rd Street,41.7789558,-87.6951443,restaurant,,Archer Heights,60632,osm,,,https://papatspizza.com/,+1-773-436-2100,2026-04-30 04:12:41
229,H&R Block,,41.7873272,-87.7029149,tax_advisor,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
230,GameStop,5835 South Kedzie Avenue,41.7870519,-87.7029149,video_games,,Archer Heights,60632,osm,,,https://www.gamestop.com/store/us/il/chicago/1774/kedzie-center-gamestop,,2026-04-30 04:12:41
231,Subway,5853 South Kedzie Avenue,41.7866137,-87.7029337,fast_food,,Archer Heights,60632,osm,,,https://restaurants.subway.com/united-states/il/chicago/5853-s-kedzie-ave,+1 773-471-1912,2026-04-30 04:12:41
232,Wingstop,5859 South Kedzie Avenue,41.7863791,-87.7029281,fast_food,,Archer Heights,60632,osm,,,,+1 773-498-9140,2026-04-30 04:12:41
233,Boost Mobile,5901 South Kedzie Avenue,41.7861159,-87.7031297,mobile_phone,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
234,Baskin-Robbins,5931 South Kedzie Avenue,41.7852693,-87.7029227,ice_cream,,Archer Heights,60632,osm,,,https://locations.baskinrobbins.com/il/chicago/5931-s.-kedzie-ave-343864-br,+1 773-776-5900,2026-04-30 04:12:41
235,Spaulding Ave & 63rd St,,41.7791494,-87.7056345,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
236,Richmond St & 59th St,,41.7866503,-87.6973346,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
237,Royalty Spa,3022 West 63rd Street,41.7791542,-87.6992329,beauty,,Archer Heights,60632,osm,,,https://royaltyspaone.com,+1-773-294-7808,2026-04-30 04:12:41
238,Walgreens,6315 South Kedzie Avenue,41.77811,-87.7027082,pharmacy,,Archer Heights,60632,osm,,,https://www.walgreens.com/locator/walgreens-6315+s+kedzie+ave-chicago-il-60629/id=5034,,2026-04-30 04:12:41
239,U-Haul,3206 West 61st Street,41.7831114,-87.7036244,rental,,Archer Heights,60632,osm,,,https://www.uhaul.com/Locations/Truck-Rentals-near-Chicago-IL-60629/757067/,,2026-04-30 04:12:41
240,Nunez Auto Repair Shop,,41.7861572,-87.6992078,car_repair,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
241,Ramirez Auto Parts & Repair,,41.786253,-87.6955701,car_repair,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
242,Tobacco 5 Stars,,41.7860286,-87.7031345,tobacco,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
243,5 Estrellas Restaurant,2908 West 59th Street,41.7864823,-87.6964788,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
244,Boost Mobile,3212 West 63rd Street,41.7791022,-87.7037469,mobile_phone,,Archer Heights,60632,osm,,,https://www.boostmobile.com/locations/bd/boost-mobile-il-chicago-3212-west-63rd-street-60629,,2026-04-30 04:12:41
245,BP Shop,6500 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
246,BP,6500 South Kedzie Avenue,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
247,Marathon,3000 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
248,Gas Center,3037 West 63rd Street,,,roof,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
249,Family Dollar,3120 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
250,Rio Valley Market,3307 West 63rd Street,,,retail,,Archer Heights,60632,osm,,,https://www.riovalleymarket.com/,,2026-04-30 04:12:41
251,Dunkin',5931 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
252,Nazareth Evangelical Lutheran Church,5947-5949 South Spaulding Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
253,Cricket Wireless,5953 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
254,Grace United Church of Christ,5954 South Albany Avenue,,,church,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
255,7-Eleven,6057 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,,+1 773-737-7732,2026-04-30 04:12:41
256,Citibank,6222 South Kedzie Avenue,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
257,Dollar General,6225 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.dollargeneral.com/store-directory/il/chicago/18701,,2026-04-30 04:12:41
258,Burger King,6448 South Kedzie Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.bk.com/restaurants/il/chicago/6448-south-kedzie-avenue-5495.html,+1 773-476-7933,2026-04-30 04:12:41
259,Lawn Terrace Apartments,6308-6320 South Kedzie Avenue,,,apartments,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
260,Senior Suites Of Gage Park,3244-3254 West 59th Street,,,apartments,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
261,Marquette Elementary School,6550 South Richmond Street,,,school,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
262,Chicago Lawn Branch Library,6120 South Kedzie Avenue,,,library,,Archer Heights,60632,osm,,,https://www.chipublib.org/locations/19/,+1-312-747-0639,2026-04-30 04:12:41
263,Chicago Lawn Post Office,6037 South Kedzie Avenue,,,public,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
264,Park No. 585,6049 South Whipple Street,,,other,,Archer Heights,60632,osm,,,https://www.chicagoparkdistrict.com/parks-facilities/park-no-585,,2026-04-30 04:12:41
265,Pulaski,,41.8000701,-87.7239175,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
266,55th Street & Cicero,,41.7929325,-87.7428409,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
267,Cicero & Archer,,41.7991234,-87.7427455,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
268,Archer & Cicero (Nearside),,41.7988504,-87.7426101,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
269,Archer & Cicero,,41.7984745,-87.7432163,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
270,Archer & Cicero (Farside),,41.7986795,-87.7437889,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
271,Big City Chicken,,41.7883815,-87.7436473,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
272,55th Street & Kilpatrick,,41.7929687,-87.73967,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
273,55th Street & Kostner,,41.7932241,-87.7327241,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
274,55th Street & Kilbourn,,41.7931772,-87.7351785,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
275,55th Street & Kenneth,,41.7930437,-87.7343447,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
276,Archer & Kolmar,,41.7995194,-87.7369824,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
277,Archer & Kilbourn,,41.7997753,-87.7353548,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
278,Archer & Knox,,41.7993949,-87.7391143,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
279,Archer & Kilpatrick,,41.7992035,-87.740341,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
280,Angie’s Bar & Sunset Inn,5221 South Cicero Avenue,41.797984,-87.7426533,bar,,Archer Heights,60632,osm,,,http://angiesbar.com,+1-773-284-7641,2026-04-30 04:12:41
281,Sloppy Joes Dive Inn Spirits & Music,4455 West 55th Street,41.792864,-87.7351204,bar,,Archer Heights,60632,osm,,,,+1-773-735-8637,2026-04-30 04:12:41
282,Walgreens,5414 South Cicero Avenue,41.7987841,-87.7438504,pharmacy,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
283,Chicago Sports,,41.7877443,-87.7440689,clothes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
284,Cricket Wireless,5133 South Cicero Avenue,41.7993906,-87.7426961,mobile_phone,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
285,Beggars Pizza,5133 South Cicero Avenue,41.7995586,-87.7426881,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
286,Unilogic - Midway,5230 South Cicero Avenue,41.7964,-87.7442657,moving_company,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
287,State Farm - Luis Requena,5356 South Archer Avenue,41.7989303,-87.7424211,insurance,,Archer Heights,60632,osm,,,https://www.statefarm.com/agent/us/il/chicago/luis-requena-59kwy42h000,+1-773-245-6430,2026-04-30 04:12:41
288,BMO,,41.7883386,-87.7418282,atm,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
289,AD&B America's Dog,,41.7878647,-87.7422194,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
290,Caffé Vita,,41.787973,-87.742139,cafe,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
291,Beecher's Handmade,,41.787986,-87.7420909,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
292,Battle Of Midway Memorial,,41.7876927,-87.7417375,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
293,The Technology,,41.7875406,-87.7417352,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
294,The Chicago Connection,,41.7875098,-87.7417341,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
295,USO,,41.7892762,-87.7419784,social_facility,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
296,Chicago Police Department,,41.7889676,-87.7419422,police,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
297,Chapel,,41.7887331,-87.7419966,place_of_worship,,Archer Heights,60632,osm,,,http://www.airportchapels.org/,,2026-04-30 04:12:41
298,Jo Malone,,41.7885901,-87.7419997,perfumery,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
299,MAC Cosmetics,,41.7886309,-87.7419818,cosmetics,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
300,Sarah's Candies,,41.7882241,-87.7427559,confectionery,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
301,The Battle,,41.7876167,-87.7417345,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
302,Garfield Ridge,,41.7987542,-87.7432327,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
303,Midway Parking Shuttle,,41.7891809,-87.741172,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
304,CTA Midway Yard,,41.7901069,-87.7389772,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
305,Elsdon Industrial Lead,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
306,59th Street Subdivision,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
307,East Shop Lead,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
308,Outer Loop,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
309,Booting Payment Center,South Kilpatrick Avenue,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
310,Staging Track,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
311,South Lead,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
312,Strohacker Park,4347 West 54th Street,,,other,,Archer Heights,60632,osm,,,https://www.chicagoparkdistrict.com/parks-facilities/strohacker-howard-park,,2026-04-30 04:12:41
313,Archer Knox Auto Rebuilders,5285 South Archer Avenue,,,commercial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
314,7-Eleven,4353 West 55th Street,,,retail,,Archer Heights,60632,osm,,,https://www.7-eleven.com/locations/il/chicago/4353-west-55th-st.-25375,+1 773-767-7171,2026-04-30 04:12:41
315,BP Shop,4401 West 55th Street,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
316,Starbucks,5210 South Cicero Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.starbucks.com/store-locator/store/1008800/cicero-archer-5210-s-cicero-ave-chicago-il-606383043-us,+1 773-585-5461,2026-04-30 04:12:41
317,Goodyear,5301 South Archer Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
318,George's,5341 South Archer Avenue,,,retail,,Archer Heights,60632,osm,,,https://hdogchicago.wordpress.com/,+1 773 585 5260,2026-04-30 04:12:41
319,Western Union,5354 South Archer Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.assoc-cx.com/,+1-773-735-4420,2026-04-30 04:12:41
320,Skylark Motel,5435 South Archer Avenue,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
321,Midas,5353 South Archer Avenue,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
322,Hertz,5259 South Archer Avenue,,,yes,,Archer Heights,60632,osm,,,https://www.advantage.com/,+1-773-581-7620,2026-04-30 04:12:41
323,BP,,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
324,CTA Midway Shop,5601 South Kilpatrick Avenue,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
325,CTA Midway Substation,4642 West 58th Street,,,power_substation,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
326,Midway Airport Economy Lot,5050 West 55th Street,,,parking,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
327,Midway Airport Daily Lot,,,,parking,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
328,Park No. 468,4556 West 56th Street,,,other,,Archer Heights,60632,osm,,,https://www.chicagoparkdistrict.com/parks-facilities/park-no-468,,2026-04-30 04:12:41
329,Midway Business Center,,,,industrial,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
330,Airways Parking,4532 West 55th Street,,,parking,,Archer Heights,60632,osm,,,https://www.airwaysparkingchicago.com/,,2026-04-30 04:12:41
331,Walgreens,5414 South Archer Avenue,,,retail,,Archer Heights,60632,osm,,,https://www.walgreens.com/locator/walgreens-5414+s+archer+ave-chicago-il-60638/id=11492,,2026-04-30 04:12:41
332,M Burger,,,,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
333,Connie's Pizza,,,,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
334,C2,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
335,C3,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
336,C1,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
337,B1,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
338,B2,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
339,B3,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
340,B5,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
341,B8,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
342,B10,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
343,B7,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
344,B9,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
345,B11,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
346,B15,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
347,B12,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
348,Test Track,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
349,Inner Loop Connector,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
350,Commercial Vehicle Holding Building,4625 West 55th Place,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
351,Taxi Staging Area,,,,parking,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
352,X,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
353,Tumi,,,,bag,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
354,Mother's Room,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
355,Yoga Room,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
356,White Sox Bar And Grill,,,,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
357,Dunkin',,,,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
358,Tallboy Taco,,,,fast_food,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
359,Big Bowl Chinese & Sushi,,,,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
360,Gene's Bistro,,,,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
361,Hubbard Inn,,,,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
362,Concourse C,,,,airport_terminal,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
363,Central Market,,,,airport_terminal,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
364,22L Pad,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
365,West Shop Lead,,,,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
366,Inspection Pit,,,,vehicle_inspection,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
367,Elsdon,,41.7936439,-87.72172,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
368,West Elsdon,,41.7939217,-87.7244978,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
369,Jewel-Osco,5320 South Pulaski Road,41.795988,-87.7250281,supermarket,,Archer Heights,60632,osm,,,https://local.jewelosco.com/il/chicago/5320-s-pulaski-rd.html,+1 773-284-7700,2026-04-30 04:12:41
370,55th Street & Keeler,,41.7930802,-87.727759,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
371,55th Street & Kildare,,41.7932166,-87.7307946,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
372,55th Street & Springfield,,41.7933126,-87.7210342,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
373,55th Street & Karlov,,41.7931096,-87.7252519,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
374,55th Street & Pulaski,,41.7932962,-87.7235426,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
375,Cermak Fresh Market,5220 South Pulaski Road,41.7977151,-87.7248617,supermarket,,Archer Heights,60632,osm,,,https://www.cermakfreshmarket.com/cermak-8-5220-s-pulaski-chicago,,2026-04-30 04:12:41
376,Chipotle,5330 South Pulaski Road,41.7962281,-87.7235318,fast_food,,Archer Heights,60632,osm,,,https://locations.chipotle.com/il/chicago/5330-s-pulaski-rd,+1 773-581-7625,2026-04-30 04:12:41
377,5200 S Pulaski,,41.7984096,-87.7231187,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
378,Metro by T-Mobile,5322 South Pulaski Road,41.7962262,-87.7236498,mobile_phone,,Archer Heights,60632,osm,,,https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-chicago-il-10329109/,,2026-04-30 04:12:41
379,MIND + HAND,5400 South Pulaski Road,41.7948779,-87.723568,other,,Archer Heights,60632,osm,,,https://www.mindhand.org,,2026-04-30 04:12:41
380,Peoples Bank,5400 South Pulaski Road,41.794814,-87.7234876,bank,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
381,Lux Nail Studio,5129 South Pulaski Road,41.7997793,-87.7223942,beauty,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
382,Subway,5131 South Pulaski Road,41.7996893,-87.7223861,fast_food,,Archer Heights,60632,osm,,,https://restaurants.subway.com/united-states/il/chicago/5131-s-pulaski-st,+1 773-284-6200,2026-04-30 04:12:41
383,Sally Beauty,5135 South Pulaski Road,41.7995973,-87.7223808,hairdresser_supply,,Archer Heights,60632,osm,,,https://stores.sallybeauty.com/il/chicago/beauty-supply-chicago-il-3169.html,,2026-04-30 04:12:41
384,Discovery Clothing Company,5139 South Pulaski Road,41.7994594,-87.7223808,clothes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
385,GameStop,5143 South Pulaski Road,41.7992014,-87.7227268,video_games,,Archer Heights,60632,osm,,,https://www.gamestop.com/store/us/il/chicago/610/midway-square-gamestop,,2026-04-30 04:12:41
386,El Taconazo,5145 South Pulaski Road,41.7991794,-87.7228796,restaurant,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
387,BomBon Cafe,5618 South Pulaski Road,41.790782,-87.7233607,bakery,,Archer Heights,60632,osm,,,,+1-312-733-7788,2026-04-30 04:12:41
388,Razpachos Neveria,5611 South Pulaski Road,41.7909988,-87.7227968,cafe,,Archer Heights,60632,osm,,,http://www.razpachos.com/,+1-773-570-7011,2026-04-30 04:12:41
389,Le Paris Bakery,5434 South Pulaski Road,41.7940252,-87.7236856,bakery,,Archer Heights,60632,osm,,,,+1-773-581-1550,2026-04-30 04:12:41
390,Pulaski,5106 South Pulaski Road,41.7998745,-87.724539,other,,Archer Heights,60632,osm,,,https://www.transitchicago.com/station/pulo/,,2026-04-30 04:12:41
391,CFX Fitness,5324 South Pulaski Road,41.795371,-87.72495,other,,Archer Heights,60632,osm,,,https://cfxfit.com/location/cfx-pulaski/,,2026-04-30 04:12:41
392,GNC,5155 South Pulaski Road,41.7991921,-87.723047,nutrition_supplements,,Archer Heights,60632,osm,,,https://stores.gnc.com/all-stores-illinois/chicago/5155-s-pulaski-rd,,2026-04-30 04:12:41
393,Car-X,5418 South Pulaski Road,41.7943718,-87.7235623,car_repair,,Archer Heights,60632,osm,,,https://www.carx.com/chicago/5418-s-pulaski-rd/,,2026-04-30 04:12:41
394,Circle K,5500 South Pulaski Road,41.792848,-87.7236964,convenience,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
395,Komensky Ave & 55th St,,41.7932837,-87.7241632,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
396,Kildare Ave & 55th St,,41.7933095,-87.7305874,bicycle_rental,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
397,Liberty Tax,5622 South Pulaski Road,41.7906904,-87.723378,tax_advisor,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
398,UI Health 55th & Pulaski Health Collaborative,5525 South Pulaski Road,41.7925424,-87.72282,clinic,,Archer Heights,60632,osm,,,https://hospital.uillinois.edu/patients-and-visitors/locations-and-directions/55th-and-pulaski,+1-312-492-0060,2026-04-30 04:12:41
399,Pulaski Orange Line Station,,41.8001722,-87.7243012,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
400,Super Mall,5220 South Pulaski Road,41.7981065,-87.7249358,marketplace,,Archer Heights,60632,osm,,,https://super-mall-chicago.com/,,2026-04-30 04:12:41
401,Metro by T-Mobile,5220 South Pulaski Road,41.798326,-87.7250298,mobile_phone,,Archer Heights,60632,osm,,,https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-chicago-il-10214348/,,2026-04-30 04:12:41
402,Blink Fitness,5160 South Pulaski Road,41.7988188,-87.7246758,other,,Archer Heights,60632,osm,,,https://blink-fitness.com/,,2026-04-30 04:12:41
403,CosmoProf,5160 South Pulaski Road,41.799177,-87.7244741,hairdresser_supply,,Archer Heights,60632,osm,,,https://stores.cosmoprofbeauty.com/il/chicago/salon-supply-chicago-il-6901.html,,2026-04-30 04:12:41
404,US Army; Navy & Marine Corps Recruiting Station,5160 South Pulaski Road,41.7992009,-87.7241378,other,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
405,Casa de Empeno,5160 South Pulaski Road,41.7992208,-87.7236698,pawnbroker,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
406,La Michoacana Premium,5160 South Pulaski Road,41.7985986,-87.7246432,ice_cream,,Archer Heights,60632,osm,,,https://lamichoacanapremium.com/,,2026-04-30 04:12:41
407,Chase,5137 South Pulaski Road,41.7995352,-87.7223815,bank,,Archer Heights,60632,osm,,,https://www.chase.com/locator/banking/us/il/chicago/5137-s-pulaski-rd,,2026-04-30 04:12:41
408,Western Union,5501 South Pulaski Road,41.7929939,-87.7229329,money_transfer,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
409,CTA Keeler Substation,5159 South Keeler Avenue,,,service,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
410,Greater Lawn Health Center,4150 West 55th Street,,,public,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
411,KFC,4200 West 55th Street,,,retail,,Archer Heights,60632,osm,,,https://locations.kfc.com/il/chicago/4200-w-55th-st,,2026-04-30 04:12:41
412,Strohacker Park Fieldhouse,4347 West 54th Street,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
413,Pasteur Park Fieldhouse,5825 South Kostner Avenue,,,public,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
414,Citgo,5106-5114 South Pulaski Road,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
415,Midway Square,5107-5151 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
416,Giordano's Pizzeria,5159 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.giordanos.com/locations/pulaski,,2026-04-30 04:12:41
417,Red Lobster,5201 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.redlobster.com/locations/list/il/chicago/5201-s-pulaski-road/,,2026-04-30 04:12:41
418,Restaurante Cocula,5241 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.cocularestaurant.com/,,2026-04-30 04:12:41
419,McDonald's,5253 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://www.mcdonalds.com/us/en-us/location/22338.html,+1 773-284-9684,2026-04-30 04:12:41
420,Former Bank of America,5269 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
421,Midway Inn,5335 South Pulaski Road,,,yes,,Archer Heights,60632,osm,,,,,2026-04-30 04:12:41
422,Burger King,5425 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://locations.bk.com/il/chicago/5425-south-pulaski-rd.html,+1 773-581-9558,2026-04-30 04:12:41
423,Dunkin',5448 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://locations.dunkindonuts.com/en/il/chicago/5448-s-pulaski-rd/300910,+1 773-585-5115,2026-04-30 04:12:41
424,RE/MAX Mi Casa,5455 South Pulaski Road,,,retail,,Archer Heights,60632,osm,,,https://mi-casa-chicago-il.remax.com/,,2026-04-30 04:12:41
